Timestamp, Aggregate_Active_Power, Estimates...
27-Oct-2017 10:29:56,0.0,0.0,0.0
24-Oct-2017 10:33:10,1.8637,0.6337,1.2362
24-Oct-2017 02:00:27,0.0,0.0,0.0
24-Oct-2017 10:40:57,1.3509,0.4939,0.8392
23-Oct-2017 12:19:28,0.5541,0.4103,0.1606
24-Oct-2017 13:45:53,0.25,0.2548,0.0
28-Oct-2017 06:33:04,0.0,0.0,0.0
25-Oct-2017 12:33:51,0.24,0.2461,0.0
26-Oct-2017 08:45:07,2.1679,0.0,1.9776
24-Oct-2017 10:33:53,1.58,0.5463,1.021
26-Oct-2017 01:14:26,0.0,0.0,0.0
24-Oct-2017 13:16:30,0.5367,0.4098,0.145
25-Oct-2017 19:09:03,0.0,0.0,0.0
24-Oct-2017 10:32:36,1.6741,0.5725,1.0937
23-Oct-2017 14:57:16,0.23,0.2373,0.0
24-Oct-2017 10:38:55,1.0933,0.4519,0.6273
23-Oct-2017 14:19:59,0.6278,0.6035,0.0
23-Oct-2017 12:43:48,0.23,0.2373,0.0
24-Oct-2017 10:55:54,0.8323,0.4249,0.4051
29-Oct-2017 01:01:45,0.0,0.0,0.0
25-Oct-2017 05:39:46,0.0,0.0,0.0
24-Oct-2017 13:15:18,0.8396,0.4255,0.4114
26-Oct-2017 11:15:38,0.3261,0.3227,0.0
23-Oct-2017 17:47:59,0.0,0.0,0.0
23-Oct-2017 10:50:26,1.5901,0.549,1.0289
23-Oct-2017 11:00:23,0.84,0.4255,0.4117
23-Oct-2017 11:51:13,0.4568,0.408,0.0735
26-Oct-2017 08:44:10,1.8078,0.0,1.8109
24-Oct-2017 15:31:53,0.31,0.3082,0.0
26-Oct-2017 08:46:06,0.8718,0.0,0.8856
26-Oct-2017 11:06:21,0.4707,0.4556,0.0
25-Oct-2017 17:03:25,0.0,0.0,0.0
27-Oct-2017 10:17:37,0.0,0.0,0.0
23-Oct-2017 12:48:31,0.24,0.2461,0.0
26-Oct-2017 09:51:08,0.568,0.4107,0.1729
24-Oct-2017 10:55:55,0.8268,0.4245,0.4003
23-Oct-2017 10:40:08,2.1464,0.7473,1.4363
27-Oct-2017 05:24:16,0.0,0.0,0.0
24-Oct-2017 10:32:29,1.72,0.5862,1.1287
26-Oct-2017 08:43:53,1.6977,0.0,1.7402
26-Oct-2017 08:32:43,1.8547,0.0,1.8379
23-Oct-2017 13:57:01,0.26,0.2636,0.0
23-Oct-2017 08:09:58,0.0,0.0,0.0
26-Oct-2017 08:37:07,1.0278,0.0,1.0861
25-Oct-2017 15:25:20,0.0,0.0,0.0
28-Oct-2017 03:33:46,0.0,0.0,0.0
26-Oct-2017 10:45:18,0.4766,0.4611,0.0
24-Oct-2017 13:53:54,0.25,0.2548,0.0
24-Oct-2017 10:49:55,1.0376,0.4449,0.5805
23-Oct-2017 10:41:27,1.7315,0.5898,1.1374
24-Oct-2017 10:52:27,0.4022,0.4073,0.0244
26-Oct-2017 05:14:14,0.0,0.0,0.0
23-Oct-2017 14:28:17,0.5678,0.5468,0.0
25-Oct-2017 13:19:18,0.31,0.3082,0.0
23-Oct-2017 10:41:11,1.9558,0.6678,1.3032
24-Oct-2017 10:31:09,1.7096,0.583,1.1208
23-Oct-2017 11:00:48,0.8782,0.4287,0.4447
23-Oct-2017 10:29:26,0.33,0.3262,0.0
24-Oct-2017 10:34:58,1.44,0.5125,0.9107
26-Oct-2017 08:32:40,1.5445,0.0,1.6247
24-Oct-2017 10:32:08,0.6089,0.4122,0.2093
24-Oct-2017 11:14:49,0.8358,0.4252,0.4081
23-Oct-2017 10:48:56,2.0793,0.7179,1.3904
24-Oct-2017 12:36:55,0.8858,0.4293,0.4512
24-Oct-2017 12:06:45,0.8373,0.4253,0.4094
26-Oct-2017 08:36:04,1.6073,0.0,1.6745
24-Oct-2017 13:23:39,0.893,0.4299,0.4574
23-Oct-2017 10:41:31,1.5532,0.5394,1.0001
27-Oct-2017 11:18:49,0.0,0.0,0.0
26-Oct-2017 08:35:29,1.7856,0.0,1.7974
26-Oct-2017 12:17:05,0.32,0.3172,0.0
24-Oct-2017 12:48:04,0.8724,0.4282,0.4397
24-Oct-2017 13:14:33,0.8441,0.4258,0.4153
26-Oct-2017 11:20:01,0.4634,0.4488,0.0
24-Oct-2017 11:13:31,0.8125,0.4234,0.3879
25-Oct-2017 12:44:00,0.24,0.2461,0.0
25-Oct-2017 10:43:25,0.3086,0.3069,0.0
24-Oct-2017 10:31:46,1.7319,0.5899,1.1378
23-Oct-2017 14:14:33,0.33,0.3262,0.0
23-Oct-2017 10:47:30,0.8711,0.428,0.4386
24-Oct-2017 10:34:29,1.4976,0.5257,0.9564
26-Oct-2017 08:35:21,1.9818,0.0,1.9028
24-Oct-2017 10:51:27,1.0115,0.4419,0.5585
24-Oct-2017 10:31:25,1.1759,0.4635,0.6961
24-Oct-2017 13:23:40,0.8456,0.426,0.4166
24-Oct-2017 10:32:20,1.72,0.5862,1.1287
28-Oct-2017 19:32:10,0.0,0.0,0.0
26-Oct-2017 08:35:52,1.8513,0.0,1.836
23-Oct-2017 10:48:40,1.8097,0.6151,1.1962
24-Oct-2017 13:20:35,0.4142,0.4074,0.0352
24-Oct-2017 10:47:35,1.0106,0.4418,0.5577
23-Oct-2017 10:49:14,2.1426,0.7456,1.4338
23-Oct-2017 10:50:41,1.1491,0.4596,0.6739
24-Oct-2017 10:48:19,0.9714,0.4375,0.5244
24-Oct-2017 12:33:22,0.8837,0.4291,0.4494
24-Oct-2017 08:51:13,0.0,0.0,0.0
23-Oct-2017 10:41:28,1.6985,0.5797,1.1124
27-Oct-2017 18:12:11,0.0,0.0,0.0
26-Oct-2017 10:07:27,0.507,0.409,0.1185
24-Oct-2017 10:32:39,1.7077,0.5825,1.1194
24-Oct-2017 14:00:51,0.24,0.2461,0.0
28-Oct-2017 23:07:44,0.0,0.0,0.0
24-Oct-2017 12:08:22,0.8135,0.4235,0.3888
24-Oct-2017 10:23:18,2.1237,0.7372,1.4209
26-Oct-2017 23:39:26,0.0,0.0,0.0
23-Oct-2017 13:55:24,0.24,0.2461,0.0
26-Oct-2017 08:44:50,2.1258,0.0,1.9626
24-Oct-2017 12:55:37,0.8485,0.4262,0.4191
24-Oct-2017 10:33:22,1.8918,0.6438,1.2568
25-Oct-2017 12:40:55,0.24,0.2461,0.0
24-Oct-2017 12:57:23,0.8454,0.4259,0.4164
23-Oct-2017 13:54:25,0.24,0.2461,0.0
24-Oct-2017 10:34:11,1.5448,0.5373,0.9935
24-Oct-2017 10:50:51,0.8135,0.4235,0.3888
23-Oct-2017 10:41:19,1.815,0.6169,1.2002
23-Oct-2017 11:02:05,1.232,0.4724,0.7423
27-Oct-2017 23:58:12,0.0,0.0,0.0
26-Oct-2017 08:36:53,1.2482,0.0,1.3424
26-Oct-2017 20:47:53,0.0,0.0,0.0
25-Oct-2017 13:13:55,0.24,0.2461,0.0
26-Oct-2017 11:26:44,0.3562,0.3499,0.0
27-Oct-2017 08:31:59,0.0,0.0,0.0
24-Oct-2017 10:32:42,1.6169,0.5562,1.0497
24-Oct-2017 10:33:57,1.58,0.5463,1.021
26-Oct-2017 08:45:48,1.5219,0.0,1.6058
26-Oct-2017 08:36:20,1.5872,0.0,1.6589
24-Oct-2017 13:06:22,0.8677,0.4278,0.4356
23-Oct-2017 10:48:30,1.696,0.5789,1.1105
25-Oct-2017 09:20:18,0.16,0.1771,0.0
27-Oct-2017 05:14:49,0.0,0.0,0.0
23-Oct-2017 10:23:11,0.33,0.3262,0.0
23-Oct-2017 10:50:20,2.1575,0.7523,1.4438
23-Oct-2017 11:01:35,0.97,0.4374,0.5232
23-Oct-2017 10:40:22,2.0145,0.691,1.345
26-Oct-2017 12:58:56,0.0,0.0,0.0
24-Oct-2017 13:06:58,0.8758,0.4284,0.4426
26-Oct-2017 07:51:17,0.0,0.0,0.0
25-Oct-2017 08:03:49,0.0,0.0,0.0
24-Oct-2017 10:37:47,1.1457,0.4591,0.671
24-Oct-2017 21:42:06,0.0,0.0,0.0
23-Oct-2017 15:27:26,0.2382,0.2445,0.0
24-Oct-2017 19:12:17,0.0,0.0,0.0
24-Oct-2017 15:54:25,0.23,0.2373,0.0
24-Oct-2017 12:09:10,0.4176,0.4075,0.0383
28-Oct-2017 23:34:16,0.0,0.0,0.0
26-Oct-2017 10:25:33,0.42,0.4075,0.0404
23-Oct-2017 10:41:05,1.919,0.6538,1.2766
26-Oct-2017 10:54:52,0.579,0.5574,0.0
26-Oct-2017 08:35:47,1.7428,0.0,1.7704
26-Oct-2017 03:02:12,0.0,0.0,0.0
23-Oct-2017 10:40:39,1.9407,0.662,1.2923
27-Oct-2017 16:13:48,0.0,0.0,0.0
24-Oct-2017 12:33:31,0.872,0.4281,0.4393
23-Oct-2017 22:25:05,0.0,0.0,0.0
24-Oct-2017 11:49:47,0.844,0.4258,0.4152
24-Oct-2017 10:36:18,1.3311,0.49,0.8232
26-Oct-2017 12:03:47,0.33,0.3262,0.0
24-Oct-2017 10:37:37,1.2129,0.4693,0.7266
24-Oct-2017 10:34:53,1.44,0.5125,0.9107
24-Oct-2017 10:38:48,0.9758,0.438,0.5282
24-Oct-2017 10:32:26,1.72,0.5862,1.1287
23-Oct-2017 11:01:47,0.9405,0.4344,0.4981
26-Oct-2017 13:21:12,0.0,0.0,0.0
23-Oct-2017 10:40:38,1.9549,0.6674,1.3025
24-Oct-2017 10:33:56,1.58,0.5463,1.021
24-Oct-2017 13:23:19,0.859,0.427,0.4281
24-Oct-2017 10:36:39,1.3415,0.492,0.8316
27-Oct-2017 18:10:43,0.0,0.0,0.0
25-Oct-2017 13:46:59,0.3039,0.3027,0.0
28-Oct-2017 07:26:12,0.0,0.0,0.0
28-Oct-2017 21:28:35,0.0,0.0,0.0
24-Oct-2017 12:56:51,0.9057,0.4311,0.4683
23-Oct-2017 13:36:04,0.24,0.2461,0.0
24-Oct-2017 09:18:10,1.1709,0.0,1.2566
24-Oct-2017 14:31:32,0.2344,0.2412,0.0
23-Oct-2017 10:42:09,1.1491,0.4596,0.6739
25-Oct-2017 12:50:15,0.24,0.2461,0.0
23-Oct-2017 10:41:14,1.9062,0.6491,1.2673
26-Oct-2017 08:56:42,0.6414,0.0,0.5705
24-Oct-2017 03:01:11,0.0,0.0,0.0
24-Oct-2017 14:10:24,0.25,0.2548,0.0
24-Oct-2017 10:41:02,1.3627,0.4962,0.8487
23-Oct-2017 10:41:39,1.5537,0.5395,1.0005
24-Oct-2017 12:08:55,0.871,0.428,0.4385
23-Oct-2017 10:48:58,2.0927,0.7237,1.3997
23-Oct-2017 13:37:43,0.2335,0.2404,0.0
26-Oct-2017 08:45:41,2.0579,0.0,1.9361
25-Oct-2017 22:40:05,0.0,0.0,0.0
28-Oct-2017 13:51:06,0.0,0.0,0.0
23-Oct-2017 20:44:02,0.0,0.0,0.0
28-Oct-2017 14:45:36,0.0,0.0,0.0
25-Oct-2017 08:39:35,0.0,0.0,0.0
24-Oct-2017 10:32:27,1.72,0.5862,1.1287
24-Oct-2017 12:16:47,0.9061,0.4311,0.4687
26-Oct-2017 20:29:05,0.0,0.0,0.0
27-Oct-2017 16:16:56,0.0,0.0,0.0
23-Oct-2017 14:24:02,0.7084,0.6797,0.0
24-Oct-2017 10:55:39,0.8339,0.425,0.4065
23-Oct-2017 14:27:48,0.4243,0.4125,0.0
27-Oct-2017 23:47:13,0.0,0.0,0.0
23-Oct-2017 09:36:06,0.0,0.0,0.0
29-Oct-2017 01:07:00,0.0,0.0,0.0
26-Oct-2017 08:44:31,2.0171,0.0,1.9187
26-Oct-2017 06:26:43,0.0,0.0,0.0
23-Oct-2017 10:47:58,1.3707,0.4978,0.8552
26-Oct-2017 08:35:10,2.144,0.0,1.9692
23-Oct-2017 04:36:13,0.0,0.0,0.0
26-Oct-2017 08:44:37,2.0579,0.0,1.9361
24-Oct-2017 10:34:19,1.5205,0.5312,0.9744
24-Oct-2017 10:47:27,1.1893,0.4656,0.7072
26-Oct-2017 08:35:30,1.7364,0.0,1.7662
28-Oct-2017 11:15:28,0.0,0.0,0.0
27-Oct-2017 13:03:54,0.0,0.0,0.0
23-Oct-2017 14:31:03,0.3134,0.3112,0.0
26-Oct-2017 08:35:48,1.78,0.0,1.794
24-Oct-2017 10:35:55,1.3165,0.4873,0.8114
23-Oct-2017 10:41:34,1.3973,0.5033,0.8765
27-Oct-2017 07:37:39,0.0,0.0,0.0
27-Oct-2017 15:35:04,0.0,0.0,0.0
24-Oct-2017 10:33:32,2.1165,0.734,1.416
24-Oct-2017 12:33:19,0.8957,0.4302,0.4597
26-Oct-2017 12:09:59,0.5636,0.5429,0.0
26-Oct-2017 11:24:53,0.6015,0.5787,0.0
25-Oct-2017 11:55:16,0.25,0.2548,0.0
26-Oct-2017 08:43:01,1.0108,0.0,1.0649
23-Oct-2017 10:40:35,2.0269,0.696,1.3538
27-Oct-2017 00:18:24,0.0,0.0,0.0
24-Oct-2017 10:34:06,1.56,0.5411,1.0054
24-Oct-2017 10:31:08,2.1546,0.751,1.4419
23-Oct-2017 10:48:27,1.6984,0.5797,1.1123
25-Oct-2017 04:36:07,0.0,0.0,0.0
23-Oct-2017 14:14:02,0.31,0.3082,0.0
24-Oct-2017 11:36:30,0.41,0.4074,0.0314
24-Oct-2017 09:18:05,1.1714,0.0,1.2572
24-Oct-2017 10:49:58,0.9741,0.4378,0.5267
24-Oct-2017 04:11:25,0.0,0.0,0.0
23-Oct-2017 06:18:53,0.0,0.0,0.0
28-Oct-2017 17:38:48,0.0,0.0,0.0
24-Oct-2017 13:14:02,0.8899,0.4297,0.4547
24-Oct-2017 10:31:04,1.7721,0.6027,1.1681
24-Oct-2017 15:41:43,0.31,0.3082,0.0
26-Oct-2017 08:45:40,2.1056,0.0,1.955
27-Oct-2017 03:26:11,0.0,0.0,0.0
24-Oct-2017 19:29:38,0.0,0.0,0.0
24-Oct-2017 10:39:18,0.9766,0.4381,0.5289
25-Oct-2017 13:52:09,0.3479,0.3424,0.0
24-Oct-2017 06:30:50,0.0,0.0,0.0
24-Oct-2017 10:41:17,1.6037,0.5527,1.0394
25-Oct-2017 12:53:53,0.24,0.2461,0.0
23-Oct-2017 10:42:03,1.2469,0.4749,0.7546
27-Oct-2017 19:32:11,0.0,0.0,0.0
24-Oct-2017 16:06:34,0.16,0.1771,0.0
27-Oct-2017 15:30:12,0.0,0.0,0.0
24-Oct-2017 11:06:23,0.82,0.424,0.3944
25-Oct-2017 20:44:53,0.0,0.0,0.0
23-Oct-2017 12:43:27,0.23,0.2373,0.0
23-Oct-2017 10:29:47,0.33,0.3262,0.0
25-Oct-2017 13:10:40,0.24,0.2461,0.0
26-Oct-2017 08:44:07,1.8125,0.0,1.8137
24-Oct-2017 13:24:50,0.7757,0.4209,0.3559
28-Oct-2017 12:12:28,0.0,0.0,0.0
24-Oct-2017 09:17:06,0.99,0.0,1.0388
24-Oct-2017 09:17:47,1.1657,0.0,1.2507
26-Oct-2017 00:35:58,0.0,0.0,0.0
24-Oct-2017 10:34:12,1.5394,0.5359,0.9893
24-Oct-2017 14:01:53,0.2388,0.245,0.0
23-Oct-2017 10:42:21,0.8659,0.4276,0.4341
23-Oct-2017 11:57:39,0.6374,0.4133,0.2345
23-Oct-2017 12:51:15,0.24,0.2461,0.0
23-Oct-2017 10:40:18,1.9758,0.6756,1.3175
24-Oct-2017 10:33:00,1.5556,0.54,1.002
25-Oct-2017 05:33:38,0.0,0.0,0.0
23-Oct-2017 11:02:56,2.1329,0.7413,1.4272
26-Oct-2017 00:26:20,0.0,0.0,0.0
24-Oct-2017 09:19:00,0.8257,0.0,0.824
26-Oct-2017 23:56:36,0.0,0.0,0.0
28-Oct-2017 22:09:52,0.0,0.0,0.0
23-Oct-2017 10:48:15,1.56,0.5411,1.0054
23-Oct-2017 10:48:28,1.6948,0.5786,1.1095
24-Oct-2017 09:18:46,0.9406,0.0,0.9757
23-Oct-2017 11:02:40,1.1569,0.4607,0.6803
25-Oct-2017 00:58:58,0.0,0.0,0.0
25-Oct-2017 10:37:27,0.29,0.2903,0.0
23-Oct-2017 17:59:14,0.0,0.0,0.0
24-Oct-2017 10:33:50,1.5828,0.5471,1.0232
23-Oct-2017 15:32:12,0.24,0.2461,0.0
24-Oct-2017 12:19:08,0.8073,0.4231,0.3834
26-Oct-2017 11:22:33,0.5135,0.4957,0.0
